day,timestamp,symbol,buyer,seller,pair,price,mid0,spread,spread_bin,hour_cs,agg,notional,microprice_minus_mid,dm_self_k5,dm_ex_k5,dm_hy_k5,dm_self_k20,dm_ex_k20,dm_hy_k20,dm_self_k100,dm_ex_k100,dm_hy_k100,burst,cell_mean_dm_self_k20,residual_cell_dm_self_k20
1,11800,VEV_5500,Mark 01,Mark 22,Mark 01|Mark 22,7.0,7.5,1.0,tight,0,sell_agg,28.0,,0.0,0.0,2.0,-1.0,-3.0,15.0,-1.0,-12.0,7.0,True,0.03180212014134275,-1.0318021201413428
1,11800,VEV_6000,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,0.0,2.0,0.0,-3.0,15.0,0.0,-12.0,7.0,True,0.0,0.0
1,11800,VEV_6500,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,0.0,2.0,0.0,-3.0,15.0,0.0,-12.0,7.0,True,0.0,0.0
1,14300,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55|Mark 01,5238.0,5235.5,5.0,tight,0,buy_agg,31428.0,,-1.0,-1.0,-3.0,-5.5,-5.5,-4.0,-1.0,-1.0,-6.0,False,-0.6438848920863309,-4.856115107913669
1,14800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01|Mark 55,5232.0,5234.5,5.0,tight,0,sell_agg,31392.0,,-1.0,-1.0,0.0,-4.0,-4.0,-6.5,-1.0,-1.0,-4.0,True,0.3620689655172414,-4.362068965517241
1,14800,VEV_5300,Mark 01,Mark 22,Mark 01|Mark 22,42.0,43.0,2.0,tight,0,sell_agg,168.0,,0.0,-1.0,0.0,-1.0,-4.0,-6.5,0.0,-1.0,-4.0,True,-0.12121212121212122,-0.8787878787878788
1,14800,VEV_5400,Mark 01,Mark 22,Mark 01|Mark 22,14.0,15.0,2.0,wide,0,sell_agg,56.0,,-0.5,-1.0,0.0,-0.5,-4.0,-6.5,-0.5,-1.0,-4.0,True,-0.16,-0.33999999999999997
1,14800,VEV_5500,Mark 01,Mark 22,Mark 01|Mark 22,6.0,6.5,1.0,tight,0,sell_agg,24.0,,0.0,-1.0,0.0,0.0,-4.0,-6.5,0.0,-1.0,-4.0,True,0.03180212014134275,-0.03180212014134275
1,14800,VEV_6000,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,-1.0,0.0,0.0,-4.0,-6.5,0.0,-1.0,-4.0,True,0.0,0.0
1,14800,VEV_6500,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,-1.0,0.0,0.0,-4.0,-6.5,0.0,-1.0,-4.0,True,0.0,0.0
1,15000,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38|Mark 14,9966.0,9958.5,15.0,tight,0,buy_agg,39864.0,,-1.5,-2.0,-1.5,-11.5,-4.0,-11.5,-6.5,-2.0,-6.5,False,-0.38223552894211577,-11.117764471057884
1,16700,VEV_4000,Mark 14,Mark 38,Mark 14|Mark 38,1221.0,1226.0,10.0,tight,0,sell_agg,2442.0,,6.5,1.0,-7.0,2.0,-4.5,-4.0,4.5,-1.0,-8.0,True,-0.10476190476190476,2.104761904761905
1,16700,VEV_5300,Mark 01,Mark 22,Mark 01|Mark 22,41.0,42.0,2.0,tight,0,sell_agg,82.0,,0.0,1.0,-7.0,-1.0,-4.5,-4.0,-1.0,-1.0,-8.0,True,-0.12121212121212122,-0.8787878787878788
1,16700,VEV_5400,Mark 01,Mark 22,Mark 01|Mark 22,14.0,14.5,1.0,tight,0,sell_agg,28.0,,0.0,1.0,-7.0,-1.0,-4.5,-4.0,-0.5,-1.0,-8.0,True,0.08685446009389672,-1.0868544600938967
1,16700,VEV_5500,Mark 01,Mark 22,Mark 01|Mark 22,6.0,6.5,1.0,tight,0,sell_agg,12.0,,0.0,1.0,-7.0,-0.5,-4.5,-4.0,0.0,-1.0,-8.0,True,0.03180212014134275,-0.5318021201413428
1,16700,VEV_6000,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,1.0,-7.0,0.0,-4.5,-4.0,0.0,-1.0,-8.0,True,0.0,0.0
1,16700,VEV_6500,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,1.0,-7.0,0.0,-4.5,-4.0,0.0,-1.0,-8.0,True,0.0,0.0
1,17300,VEV_4000,Mark 14,Mark 38,Mark 14|Mark 38,1221.0,1231.5,21.0,tight,0,sell_agg,1221.0,,2.0,0.5,-0.5,-3.0,-3.0,11.5,4.0,4.0,10.0,False,-0.10476190476190476,-2.895238095238095
1,17400,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,Mark 67|Mark 22,5230.0,5229.0,2.0,tight,0,buy_agg,41840.0,,4.0,4.0,4.0,-0.5,-0.5,7.0,7.5,7.5,5.0,False,2.026666666666667,-2.526666666666667
1,17900,VEV_4000,Mark 38,Mark 14,Mark 38|Mark 14,1243.0,1233.0,20.0,tight,0,buy_agg,1243.0,,-3.5,-3.5,-4.0,-6.5,-6.5,8.0,4.5,4.5,-3.0,False,0.14432989690721648,-6.644329896907217
1,19300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14|Mark 55,5226.0,5228.5,5.0,tight,0,sell_agg,26130.0,,0.0,0.0,-0.5,0.0,0.0,9.5,11.0,11.0,-5.5,False,-0.23734177215189872,0.23734177215189872
1,20200,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14|Mark 55,5224.0,5226.5,5.0,tight,0,sell_agg,26120.0,,1.0,1.0,7.0,1.0,1.0,6.0,11.0,11.0,-8.0,False,-0.23734177215189872,1.2373417721518987
1,22800,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9946.0,9954.0,16.0,tight,0,sell_agg,59676.0,,-3.0,0.0,-3.0,-1.0,2.0,-1.0,2.0,5.5,2.0,False,0.24537987679671458,-1.2453798767967146
1,25700,VEV_4000,Mark 38,Mark 14,Mark 38|Mark 14,1241.0,1231.0,20.0,tight,0,buy_agg,3723.0,,-0.5,-1.0,-8.0,7.5,7.0,-7.0,3.0,3.0,2.0,False,0.14432989690721648,7.355670103092783
1,29300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14|Mark 55,5237.0,5239.5,5.0,tight,0,sell_agg,20948.0,,2.0,2.0,-2.0,-7.5,-7.5,1.0,-5.0,-5.0,3.5,False,-0.23734177215189872,-7.262658227848101
1,30800,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9940.0,9948.0,16.0,tight,0,sell_agg,19880.0,,-1.0,-2.5,-1.0,8.0,2.5,8.0,-3.0,-3.0,-3.0,False,0.24537987679671458,7.754620123203285
1,31400,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38|Mark 14,9953.0,9945.0,16.0,tight,0,buy_agg,29859.0,,0.5,5.0,0.5,10.0,7.0,10.0,-1.0,-4.0,-1.0,False,-0.38223552894211577,10.382235528942116
1,31700,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55|Mark 01,5237.0,5234.5,5.0,tight,0,buy_agg,20948.0,,1.5,1.5,0.0,1.0,1.0,8.0,-6.5,-6.5,-5.0,False,-0.6438848920863309,1.643884892086331
1,32000,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9938.0,9946.0,16.0,tight,0,sell_agg,49690.0,,6.0,2.0,6.0,5.0,-1.0,5.0,5.0,-7.0,5.0,False,0.24537987679671458,4.754620123203285
1,32600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55|Mark 01,5240.0,5237.5,5.0,tight,0,buy_agg,26200.0,,2.5,2.5,-1.0,-2.5,-2.5,-4.0,-7.0,-7.0,8.0,False,-0.6438848920863309,-1.856115107913669
1,32800,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,Mark 67|Mark 22,5238.0,5237.0,2.0,tight,0,buy_agg,36666.0,,2.5,2.5,-1.0,-1.5,-1.5,-5.0,-5.5,-5.5,-2.0,False,2.026666666666667,-3.526666666666667
1,33600,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9948.0,9956.0,16.0,tight,0,sell_agg,59688.0,,-6.0,-4.5,-6.0,-2.0,-3.0,-2.0,6.5,-5.0,6.5,False,0.24537987679671458,-2.2453798767967146
1,36200,VEV_4000,Mark 38,Mark 14,Mark 38|Mark 14,1244.0,1233.5,21.0,tight,0,buy_agg,3732.0,,-0.5,-0.5,-3.0,-1.5,-0.5,1.0,15.0,15.0,24.0,False,0.14432989690721648,-1.6443298969072164
1,36500,VELVETFRUIT_EXTRACT,Mark 22,Mark 55,Mark 22|Mark 55,5232.0,5233.5,3.0,tight,0,sell_agg,36624.0,,-3.0,-3.0,-4.0,-2.0,-2.0,-7.0,13.0,13.0,23.0,False,0.5277777777777778,-2.5277777777777777
1,37400,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9936.0,9944.0,16.0,tight,0,sell_agg,39744.0,,7.0,-1.5,7.0,-1.0,0.0,-1.0,25.0,13.5,25.0,False,0.24537987679671458,-1.2453798767967146
1,38500,VEV_5500,Mark 01,Mark 22,Mark 01|Mark 22,6.0,6.5,1.0,tight,0,sell_agg,30.0,,0.0,2.0,6.0,0.0,2.0,-2.0,1.0,13.0,22.0,True,0.03180212014134275,-0.03180212014134275
1,38500,VEV_6000,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,2.0,6.0,0.0,2.0,-2.0,0.0,13.0,22.0,True,0.0,0.0
1,38500,VEV_6500,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,2.0,6.0,0.0,2.0,-2.0,0.0,13.0,22.0,True,0.0,0.0
1,38700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01|Mark 55,5228.0,5231.0,6.0,wide,0,sell_agg,41824.0,,3.5,3.5,5.0,1.0,1.0,-1.0,14.5,14.5,22.0,False,-0.7151162790697675,1.7151162790697674
1,39400,VELVETFRUIT_EXTRACT,Mark 22,Mark 49,Mark 22|Mark 49,5234.0,5232.5,1.0,tight,0,buy_agg,26170.0,,2.0,2.0,2.0,-5.0,-5.0,1.0,11.0,11.0,36.0,True,2.7142857142857144,-7.714285714285714
1,39400,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,Mark 67|Mark 49,5233.0,5232.5,1.0,tight,0,buy_agg,47097.0,,2.0,2.0,2.0,-5.0,-5.0,1.0,11.0,11.0,36.0,True,1.6348314606741574,-6.634831460674158
1,39800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01|Mark 55,5232.0,5235.0,6.0,wide,0,sell_agg,20928.0,,-2.0,-2.0,0.0,-5.5,-5.5,3.0,11.5,11.5,39.0,False,-0.7151162790697675,-4.784883720930233
1,40400,VEV_5300,Mark 01,Mark 22,Mark 01|Mark 22,41.0,42.0,2.0,tight,0,sell_agg,164.0,,0.0,0.0,0.0,-1.0,-2.0,18.0,5.0,13.0,37.0,True,-0.12121212121212122,-0.8787878787878788
1,40400,VEV_5400,Mark 01,Mark 22,Mark 01|Mark 22,14.0,14.5,1.0,tight,0,sell_agg,56.0,,-0.5,0.0,0.0,-0.5,-2.0,18.0,2.0,13.0,37.0,True,0.08685446009389672,-0.5868544600938967
1,40400,VEV_5500,Mark 01,Mark 22,Mark 01|Mark 22,6.0,6.5,1.0,tight,0,sell_agg,24.0,,0.0,0.0,0.0,0.0,-2.0,18.0,1.0,13.0,37.0,True,0.03180212014134275,-0.03180212014134275
1,40400,VEV_6000,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,0.0,0.0,0.0,-2.0,18.0,0.0,13.0,37.0,True,0.0,0.0
1,40400,VEV_6500,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,0.0,0.0,0.0,-2.0,18.0,0.0,13.0,37.0,True,0.0,0.0
1,40900,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38|Mark 14,9951.0,9943.0,16.0,tight,0,buy_agg,49755.0,,1.0,-6.0,1.0,10.0,-2.0,10.0,36.0,9.5,36.0,False,-0.38223552894211577,10.382235528942116
1,41300,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38|Mark 14,9953.0,9945.0,16.0,tight,0,buy_agg,49765.0,,1.0,2.0,1.0,14.0,3.5,14.0,31.0,18.0,31.0,False,-0.38223552894211577,14.382235528942116
1,43400,VEV_5400,Mark 01,Mark 22,Mark 01|Mark 22,13.0,14.0,2.0,wide,0,sell_agg,65.0,,0.5,3.0,0.0,2.0,8.5,11.0,1.5,11.0,5.0,True,-0.16,2.16
1,43400,VEV_5500,Mark 01,Mark 22,Mark 01|Mark 22,6.0,6.5,1.0,tight,0,sell_agg,30.0,,0.0,3.0,0.0,0.5,8.5,11.0,1.0,11.0,5.0,True,0.03180212014134275,0.46819787985865724
1,43400,VEV_6000,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,3.0,0.0,0.0,8.5,11.0,0.0,11.0,5.0,True,0.0,0.0
1,43400,VEV_6500,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,3.0,0.0,0.0,8.5,11.0,0.0,11.0,5.0,True,0.0,0.0
1,43600,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01|Mark 55,5229.0,5231.5,5.0,tight,0,sell_agg,20916.0,,4.5,4.5,5.5,10.5,10.5,8.5,12.0,12.0,3.5,False,0.3620689655172414,10.137931034482758
1,43900,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9952.0,9960.0,16.0,tight,0,sell_agg,59712.0,,7.0,5.0,7.0,9.0,13.0,9.0,6.0,10.0,6.0,False,0.24537987679671458,8.754620123203285
1,45200,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9961.0,9969.0,16.0,tight,0,sell_agg,19922.0,,3.0,3.0,3.0,4.0,4.0,4.0,-23.0,4.0,-23.0,False,0.24537987679671458,3.7546201232032854
1,45400,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,Mark 67|Mark 22,5241.0,5240.0,2.0,tight,0,buy_agg,41928.0,,7.5,7.5,-2.0,6.0,6.0,-2.0,7.5,7.5,-27.0,False,2.026666666666667,3.973333333333333
1,47700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01|Mark 55,5243.0,5244.0,2.0,tight,0,sell_agg,20972.0,,0.5,0.5,-2.0,1.5,1.5,14.0,3.5,3.5,-17.0,False,0.3620689655172414,1.1379310344827587
1,48300,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9960.0,9967.5,15.0,tight,0,sell_agg,29880.0,,-1.5,0.0,-1.5,12.5,0.5,12.5,-13.5,0.0,-13.5,False,0.24537987679671458,12.254620123203285
1,48900,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01|Mark 55,5241.0,5243.5,5.0,tight,0,sell_agg,31446.0,,0.0,0.0,11.0,-0.5,-0.5,11.0,2.0,2.0,-13.5,False,0.3620689655172414,-0.8620689655172413
1,49800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01|Mark 55,5244.0,5246.5,5.0,tight,0,sell_agg,15732.0,,-0.5,-0.5,-2.0,1.0,1.0,-10.0,0.5,0.5,-27.0,False,0.3620689655172414,0.6379310344827587
1,50200,VEV_4000,Mark 14,Mark 38,Mark 14|Mark 38,1236.0,1246.5,21.0,tight,0,sell_agg,2472.0,,-7.5,-2.5,-6.0,0.0,0.0,-13.0,1.0,1.0,-26.5,False,-0.10476190476190476,0.10476190476190476
1,50300,VEV_4000,Mark 38,Mark 14,Mark 38|Mark 14,1257.0,1246.5,21.0,tight,0,buy_agg,3771.0,,-3.0,-1.0,-5.0,1.0,1.5,-9.0,1.0,1.5,-27.0,False,0.14432989690721648,0.8556701030927836
1,50700,VEV_5400,Mark 01,Mark 22,Mark 01|Mark 22,16.0,16.5,1.0,tight,0,sell_agg,80.0,,0.0,1.5,0.0,0.5,2.0,-5.0,0.0,2.5,-20.0,True,0.08685446009389672,0.41314553990610325
1,50700,VEV_5500,Mark 01,Mark 22,Mark 01|Mark 22,7.0,7.5,1.0,tight,0,sell_agg,35.0,,0.0,1.5,0.0,0.0,2.0,-5.0,0.0,2.5,-20.0,True,0.03180212014134275,-0.03180212014134275
1,50700,VEV_6000,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,1.5,0.0,0.0,2.0,-5.0,0.0,2.5,-20.0,True,0.0,0.0
1,50700,VEV_6500,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,1.5,0.0,0.0,2.0,-5.0,0.0,2.5,-20.0,True,0.0,0.0
1,51700,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14|Mark 55,5243.0,5245.5,5.0,tight,0,sell_agg,20972.0,,1.0,1.0,-3.0,0.0,0.0,-2.0,0.0,0.0,-21.0,False,-0.23734177215189872,0.23734177215189872
1,52400,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9961.0,9969.0,16.0,tight,0,sell_agg,49805.0,,0.0,0.0,0.0,-15.0,-1.0,-15.0,-29.0,-3.0,-29.0,False,0.24537987679671458,-15.245379876796715
1,52800,VEV_5400,Mark 01,Mark 22,Mark 01|Mark 22,16.0,16.5,1.0,tight,0,sell_agg,48.0,,0.0,-2.0,-4.0,0.0,-3.0,-21.0,-0.5,-3.5,-28.0,True,0.08685446009389672,-0.08685446009389672
1,52800,VEV_5500,Mark 01,Mark 22,Mark 01|Mark 22,7.0,7.5,1.0,tight,0,sell_agg,21.0,,0.0,-2.0,-4.0,0.0,-3.0,-21.0,0.0,-3.5,-28.0,True,0.03180212014134275,-0.03180212014134275
1,52800,VEV_6000,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,-2.0,-4.0,0.0,-3.0,-21.0,0.0,-3.5,-28.0,True,0.0,0.0
1,52800,VEV_6500,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,-2.0,-4.0,0.0,-3.0,-21.0,0.0,-3.5,-28.0,True,0.0,0.0
1,53000,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9961.0,9969.0,16.0,tight,0,sell_agg,39844.0,,-1.0,0.0,-1.0,-21.5,0.0,-21.5,-26.5,-3.0,-26.5,False,0.24537987679671458,-21.745379876796715
1,53400,VEV_5500,Mark 14,Mark 22,Mark 14|Mark 22,7.0,7.5,1.0,tight,0,sell_agg,14.0,,0.0,2.0,1.0,0.0,5.0,-21.0,0.0,1.0,-28.0,True,-0.42857142857142855,0.42857142857142855
1,53400,VEV_6000,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,2.0,1.0,0.0,5.0,-21.0,0.0,1.0,-28.0,True,0.0,0.0
1,53400,VEV_6500,Mark 01,Mark 22,Mark 01|Mark 22,0.0,0.5,1.0,tight,0,sell_agg,0.0,,0.0,2.0,1.0,0.0,5.0,-21.0,0.0,1.0,-28.0,True,0.0,0.0
1,53800,VEV_4000,Mark 38,Mark 14,Mark 38|Mark 14,1255.0,1244.5,21.0,tight,0,buy_agg,2510.0,,-1.0,1.0,-15.0,1.0,3.0,-20.0,-2.0,0.0,-29.0,False,0.14432989690721648,0.8556701030927836
1,54400,VEV_4000,Mark 14,Mark 38,Mark 14|Mark 38,1234.0,1244.5,21.0,tight,0,sell_agg,3702.0,,-1.0,-1.0,-6.0,1.0,1.0,-1.0,0.0,0.0,-13.5,False,-0.10476190476190476,1.1047619047619048
1,57600,VEV_4000,Mark 38,Mark 14,Mark 38|Mark 14,1257.0,1246.5,21.0,tight,0,buy_agg,3771.0,,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,False,0.14432989690721648,-0.14432989690721648
1,59300,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9949.0,9957.0,16.0,tight,0,sell_agg,39796.0,,-2.0,-0.5,-2.0,-5.0,-2.0,-5.0,0.5,-2.0,0.5,False,0.24537987679671458,-5.245379876796715
1,59600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14|Mark 55,5244.0,5246.5,5.0,tight,0,sell_agg,20976.0,,0.0,0.0,0.0,-1.0,-1.0,-3.0,-2.0,-2.0,6.0,False,-0.23734177215189872,-0.7626582278481013
1,60300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14|Mark 55,5245.0,5247.5,5.0,tight,0,sell_agg,26225.0,,-1.0,-1.0,3.0,-4.0,-4.0,-11.0,-5.0,-5.0,3.0,False,-0.23734177215189872,-3.7626582278481013
1,61100,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38|Mark 14,9961.0,9953.0,16.0,tight,0,buy_agg,19922.0,,0.0,0.0,0.0,-11.0,-3.5,-11.0,10.0,-4.0,10.0,False,-0.38223552894211577,-10.617764471057884
1,61400,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38|Mark 14,9962.0,9954.0,16.0,tight,0,buy_agg,19924.0,,-6.0,-2.5,-6.0,-17.0,-3.0,-17.0,7.0,-6.0,7.0,False,-0.38223552894211577,-16.617764471057885
1,62100,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14|Mark 55,5243.0,5245.5,5.0,tight,0,sell_agg,31458.0,,-2.0,-2.0,-6.0,-4.0,-4.0,-6.0,-2.0,-2.0,18.0,False,-0.23734177215189872,-3.7626582278481013
1,62600,VEV_4000,Mark 38,Mark 14,Mark 38|Mark 14,1254.0,1243.5,21.0,tight,0,buy_agg,1254.0,,-1.5,-1.5,3.0,-1.0,-1.0,2.0,-5.0,-5.0,24.0,False,0.14432989690721648,-1.1443298969072164
1,63100,VEV_4000,Mark 38,Mark 14,Mark 38|Mark 14,1252.0,1242.0,20.0,tight,0,buy_agg,3756.0,,3.5,3.5,-5.0,2.5,2.5,-4.0,-3.5,-3.5,26.0,False,0.14432989690721648,2.3556701030927836
1,63200,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38|Mark 14,9950.0,9942.0,16.0,tight,0,buy_agg,49750.0,,-5.0,1.0,-5.0,-5.0,2.0,-5.0,29.0,-5.0,29.0,True,-0.38223552894211577,-4.6177644710578845
1,63200,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14|Mark 55,5240.0,5242.5,5.0,tight,0,sell_agg,41920.0,,1.0,1.0,-5.0,2.0,2.0,-5.0,-5.0,-5.0,29.0,True,-0.23734177215189872,2.2373417721518987
1,64200,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55|Mark 14,5245.0,5242.5,5.0,tight,0,buy_agg,31470.0,,1.0,1.0,-4.0,-0.5,-0.5,6.0,-5.5,-5.5,42.0,False,0.5755287009063444,-1.0755287009063443
1,64300,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9933.0,9941.0,16.0,tight,0,sell_agg,39732.0,,-4.0,0.0,-4.0,10.0,-1.0,10.0,42.0,-7.0,42.0,False,0.24537987679671458,9.754620123203285
1,65400,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14|Mark 38,9930.0,9938.0,16.0,tight,0,sell_agg,39720.0,,4.5,-1.0,4.5,18.0,5.0,18.0,45.0,-4.0,45.0,False,0.24537987679671458,17.754620123203285
